"measure","tp","est","SE","df","t.value","p.value","sig"
"SWMBE468","tp(B7):fivedasc_eimg_total",-0.05,0.08,30,-0.66,"0.515",""
"SWMBE468","tp(B30):fivedasc_eimg_total",-0.09,0.08,30,-1.13,"0.267",""
"SWMBE468","(Intercept)",24.02,6.39,21.1,3.76,"0.001","**"
"SWMBE468","tp(A7)",-0.92,6.09,30,-0.15,"0.881",""
"SWMBE468","tp(B7)",-6.68,6.09,30,-1.1,"0.281",""
"SWMBE468","tp(B30)",0.52,6.09,30,0.09,"0.932",""
"SWMBE468","fivedasc_av_total",-0.11,0.1,21.1,-1.15,"0.264",""
"SWMBE468","tp(A7):fivedasc_av_total",-0.07,0.09,30,-0.81,"0.427",""
"SWMBE468","tp(B7):fivedasc_av_total",-0.01,0.09,30,-0.1,"0.921",""
"SWMBE468","tp(B30):fivedasc_av_total",-0.07,0.09,30,-0.79,"0.433",""
"SWMBE468","(Intercept)",20.83,5.12,17,4.07,"<0.001","***"
"SWMBE468","tp(A7)",-8.63,4.16,30,-2.08,"0.047","*"
"SWMBE468","tp(B7)",-12.89,4.16,30,-3.1,"0.004","**"
"SWMBE468","tp(B30)",-0.39,4.16,30,-0.09,"0.925",""
"SWMBE468","fivedasc_per_total",-0.08,0.1,17,-0.81,"0.426",""
"SWMBE468","tp(A7):fivedasc_per_total",0.07,0.08,30,0.86,"0.399",""
"SWMBE468","tp(B7):fivedasc_per_total",0.13,0.08,30,1.54,"0.133",""
"SWMBE468","tp(B30):fivedasc_per_total",-0.08,0.08,30,-0.99,"0.331",""
"SWMBE6","(Intercept)",8.33,1.9,20.3,4.38,"<0.001","***"
"SWMBE6","tp(A7)",-5.33,1.77,30,-3.02,"0.005","**"
"SWMBE6","tp(B7)",-6,1.77,30,-3.4,"0.002","**"
"SWMBE6","tp(B30)",-5.21,1.77,30,-2.95,"0.006","**"
"SWMBE6","fivedasc_util_total",-0.06,0.03,20.3,-1.91,"0.070",""
"SWMBE6","tp(A7):fivedasc_util_total",0.05,0.03,30,1.79,"0.083",""
"SWMBE6","tp(B7):fivedasc_util_total",0.06,0.03,30,1.96,"0.060",""
"SWMBE6","tp(B30):fivedasc_util_total",0.06,0.03,30,2.03,"0.051",""
"SWMBE6","(Intercept)",9.22,2.01,20.1,4.59,"<0.001","***"
"SWMBE6","tp(A7)",-6.39,1.85,30,-3.45,"0.002","**"
"SWMBE6","tp(B7)",-6.2,1.85,30,-3.35,"0.002","**"
"SWMBE6","tp(B30)",-5.92,1.85,30,-3.19,"0.003","**"
"SWMBE6","fivedasc_sprit_total",-0.06,0.03,20.1,-2.27,"0.034","*"
"SWMBE6","tp(A7):fivedasc_sprit_total",0.06,0.03,30,2.31,"0.028","*"
"SWMBE6","tp(B7):fivedasc_sprit_total",0.05,0.03,30,1.95,"0.060",""
"SWMBE6","tp(B30):fivedasc_sprit_total",0.06,0.03,30,2.33,"0.027","*"
"SWMBE6","(Intercept)",7.78,1.76,19.8,4.41,"<0.001","***"
"SWMBE6","tp(A7)",-5.11,1.61,30,-3.18,"0.003","**"
"SWMBE6","tp(B7)",-5.67,1.61,30,-3.52,"0.001","**"
"SWMBE6","tp(B30)",-5.19,1.61,30,-3.22,"0.003","**"
"SWMBE6","fivedasc_bliss_total",-0.05,0.03,19.8,-1.75,"0.095",""
"SWMBE6","tp(A7):fivedasc_bliss_total",0.05,0.02,30,1.86,"0.073",""
"SWMBE6","tp(B7):fivedasc_bliss_total",0.05,0.02,30,1.96,"0.059",""
"SWMBE6","tp(B30):fivedasc_bliss_total",0.06,0.02,30,2.27,"0.030","*"
"SWMBE6","(Intercept)",8.91,2.13,19.5,4.18,"<0.001","***"
"SWMBE6","tp(A7)",-6.49,1.93,30,-3.37,"0.002","**"
"SWMBE6","tp(B7)",-6.83,1.93,30,-3.55,"0.001","**"
"SWMBE6","tp(B30)",-6.14,1.93,30,-3.19,"0.003","**"
"SWMBE6","fivedasc_insight_total",-0.06,0.03,19.5,-1.96,"0.065",""
"SWMBE6","tp(A7):fivedasc_insight_total",0.06,0.03,30,2.26,"0.031","*"
"SWMBE6","tp(B7):fivedasc_insight_total",0.06,0.03,30,2.22,"0.034","*"
"SWMBE6","tp(B30):fivedasc_insight_total",0.07,0.03,30,2.35,"0.026","*"
"SWMBE6","(Intercept)",7.97,1.88,20.8,4.25,"<0.001","***"
"SWMBE6","tp(A7)",-5.03,1.77,30,-2.84,"0.008","**"
"SWMBE6","tp(B7)",-5.05,1.77,30,-2.85,"0.008","**"
"SWMBE6","tp(B30)",-4.86,1.77,30,-2.74,"0.010","*"
"SWMBE6","fivedasc_dis_total",-0.06,0.04,20.8,-1.73,"0.098",""
"SWMBE6","tp(A7):fivedasc_dis_total",0.05,0.03,30,1.61,"0.119",""
"SWMBE6","tp(B7):fivedasc_dis_total",0.05,0.03,30,1.36,"0.185",""
"SWMBE6","tp(B30):fivedasc_dis_total",0.06,0.03,30,1.82,"0.079",""
"SWMBE6","(Intercept)",4.07,1.64,22.1,2.48,"0.021","*"
"SWMBE6","tp(A7)",-3.6,1.61,30,-2.23,"0.033","*"
"SWMBE6","tp(B7)",-2.33,1.61,30,-1.45,"0.159",""
"SWMBE6","tp(B30)",-1.87,1.61,30,-1.16,"0.255",""
"SWMBE6","fivedasc_imp_total",0.05,0.07,22.1,0.72,"0.477",""
"SWMBE6","tp(A7):fivedasc_imp_total",0.05,0.07,30,0.8,"0.429",""
"SWMBE6","tp(B7):fivedasc_imp_total",-0.03,0.07,30,-0.43,"0.673",""
"SWMBE6","tp(B30):fivedasc_imp_total",-0.01,0.07,30,-0.1,"0.925",""
"SWMBE6","(Intercept)",6.19,1.43,19.5,4.34,"<0.001","***"
"SWMBE6","tp(A7)",-5.07,1.29,30,-3.93,"<0.001","***"
"SWMBE6","tp(B7)",-3.71,1.29,30,-2.87,"0.007","**"
"SWMBE6","tp(B30)",-3.41,1.29,30,-2.65,"0.013","*"
"SWMBE6","fivedasc_anx_total",-0.05,0.05,19.5,-0.97,"0.342",""
"SWMBE6","tp(A7):fivedasc_anx_total",0.12,0.05,30,2.51,"0.018","*"
"SWMBE6","tp(B7):fivedasc_anx_total",0.04,0.05,30,0.77,"0.447",""
"SWMBE6","tp(B30):fivedasc_anx_total",0.07,0.05,30,1.38,"0.178",""
"SWMBE6","(Intercept)",12.94,2.68,19.7,4.83,"<0.001","***"
"SWMBE6","tp(A7)",-10.07,2.44,30,-4.14,"<0.001","***"
"SWMBE6","tp(B7)",-8.09,2.44,30,-3.32,"0.002","**"
"SWMBE6","tp(B30)",-8.88,2.44,30,-3.64,"0.001","**"
"SWMBE6","fivedasc_cimg_total",-0.14,0.04,19.7,-3.07,"0.006","**"
"SWMBE6","tp(A7):fivedasc_cimg_total",0.13,0.04,30,3.26,"0.003","**"
"SWMBE6","tp(B7):fivedasc_cimg_total",0.09,0.04,30,2.22,"0.034","*"
"SWMBE6","tp(B30):fivedasc_cimg_total",0.12,0.04,30,2.96,"0.006","**"
"SWMBE6","(Intercept)",5.82,2.45,21.5,2.38,"0.027","*"
"SWMBE6","tp(A7)",-0.09,2.36,30,-0.04,"0.970",""
"SWMBE6","tp(B7)",-3.42,2.36,30,-1.45,"0.158",""
"SWMBE6","tp(B30)",-1.51,2.36,30,-0.64,"0.528",""
"SWMBE6","fivedasc_eimg_total",-0.01,0.03,21.5,-0.32,"0.751",""
"SWMBE6","tp(A7):fivedasc_eimg_total",-0.04,0.03,30,-1.09,"0.283",""
"SWMBE6","tp(B7):fivedasc_eimg_total",0.01,0.03,30,0.23,"0.821",""
"SWMBE6","tp(B30):fivedasc_eimg_total",-0.01,0.03,30,-0.22,"0.825",""
"SWMBE6","(Intercept)",7.99,2.32,24.4,3.45,"0.002","**"
"SWMBE6","tp(A7)",-1.59,2.41,30,-0.66,"0.515",""
"SWMBE6","tp(B7)",-3.96,2.41,30,-1.64,"0.111",""
"SWMBE6","tp(B30)",-2.18,2.41,30,-0.91,"0.373",""
"SWMBE6","fivedasc_av_total",-0.05,0.03,24.4,-1.34,"0.192",""
"SWMBE6","tp(A7):fivedasc_av_total",-0.01,0.04,30,-0.41,"0.688",""
"SWMBE6","tp(B7):fivedasc_av_total",0.02,0.04,30,0.46,"0.648",""
"SWMBE6","tp(B30):fivedasc_av_total",0,0.04,30,0.08,"0.937",""
"SWMBE6","(Intercept)",7.88,1.8,21.4,4.37,"<0.001","***"
"SWMBE6","tp(A7)",-4.38,1.73,30,-2.53,"0.017","*"
"SWMBE6","tp(B7)",-5.21,1.73,30,-3.01,"0.005","**"
"SWMBE6","tp(B30)",-4.31,1.73,30,-2.49,"0.019","*"
"SWMBE6","fivedasc_per_total",-0.06,0.04,21.4,-1.76,"0.092",""
"SWMBE6","tp(A7):fivedasc_per_total",0.04,0.03,30,1.24,"0.226",""
"SWMBE6","tp(B7):fivedasc_per_total",0.05,0.03,30,1.51,"0.142",""
"SWMBE6","tp(B30):fivedasc_per_total",0.05,0.03,30,1.52,"0.139",""
"SWMBE8","(Intercept)",10.03,3.71,21.3,2.7,"0.013","*"
"SWMBE8","tp(A7)",-4.08,3.56,30,-1.15,"0.260",""
"SWMBE8","tp(B7)",-4.49,3.56,30,-1.26,"0.217",""
"SWMBE8","tp(B30)",5.5,3.56,30,1.55,"0.133",""
"SWMBE8","fivedasc_util_total",0,0.06,21.3,0.07,"0.948",""
"SWMBE8","tp(A7):fivedasc_util_total",0.04,0.06,30,0.68,"0.500",""
"SWMBE8","tp(B7):fivedasc_util_total",0.03,0.06,30,0.57,"0.571",""
"SWMBE8","tp(B30):fivedasc_util_total",-0.11,0.06,30,-1.89,"0.069",""
"SWMBE8","(Intercept)",11.25,4,21.6,2.81,"0.010","*"
"SWMBE8","tp(A7)",-5.95,3.87,30,-1.54,"0.134",""
"SWMBE8","tp(B7)",-5,3.87,30,-1.29,"0.206",""
"SWMBE8","tp(B30)",4.6,3.87,30,1.19,"0.244",""
"SWMBE8","fivedasc_sprit_total",-0.02,0.06,21.6,-0.28,"0.786",""
"SWMBE8","tp(A7):fivedasc_sprit_total",0.06,0.05,30,1.15,"0.260",""
"SWMBE8","tp(B7):fivedasc_sprit_total",0.04,0.05,30,0.66,"0.512",""
"SWMBE8","tp(B30):fivedasc_sprit_total",-0.08,0.05,30,-1.45,"0.157",""
"SWMBE8","(Intercept)",9.97,3.41,21.1,2.93,"0.008","**"
"SWMBE8","tp(A7)",-4.55,3.24,30,-1.41,"0.170",""
"SWMBE8","tp(B7)",-5.07,3.24,30,-1.56,"0.128",""
"SWMBE8","tp(B30)",4.44,3.24,30,1.37,"0.180",""
"SWMBE8","fivedasc_bliss_total",0,0.05,21.1,0.1,"0.925",""
"SWMBE8","tp(A7):fivedasc_bliss_total",0.05,0.05,30,0.93,"0.358",""
"SWMBE8","tp(B7):fivedasc_bliss_total",0.04,0.05,30,0.85,"0.402",""
"SWMBE8","tp(B30):fivedasc_bliss_total",-0.09,0.05,30,-1.75,"0.090",""
"SWMBE8","(Intercept)",9.64,4.2,21.7,2.3,"0.032","*"
"SWMBE8","tp(A7)",-4.8,4.07,30,-1.18,"0.248",""
"SWMBE8","tp(B7)",-3.48,4.07,30,-0.85,"0.400",""
"SWMBE8","tp(B30)",5.99,4.07,30,1.47,"0.151",""
"SWMBE8","fivedasc_insight_total",0.01,0.06,21.7,0.16,"0.876",""
"SWMBE8","tp(A7):fivedasc_insight_total",0.05,0.06,30,0.77,"0.445",""
"SWMBE8","tp(B7):fivedasc_insight_total",0.01,0.06,30,0.22,"0.830",""
"SWMBE8","tp(B30):fivedasc_insight_total",-0.1,0.06,30,-1.74,"0.092",""
"SWMBE8","(Intercept)",9.99,3.58,20.2,2.79,"0.011","*"
"SWMBE8","tp(A7)",-5.38,3.31,30,-1.63,"0.115",""
"SWMBE8","tp(B7)",-5.22,3.31,30,-1.58,"0.125",""
"SWMBE8","tp(B30)",5.55,3.31,30,1.68,"0.104",""
"SWMBE8","fivedasc_dis_total",0.01,0.07,20.2,0.08,"0.937",""
"SWMBE8","tp(A7):fivedasc_dis_total",0.07,0.06,30,1.18,"0.248",""
"SWMBE8","tp(B7):fivedasc_dis_total",0.05,0.06,30,0.87,"0.392",""
"SWMBE8","tp(B30):fivedasc_dis_total",-0.13,0.06,30,-2.06,"0.048","*"
"SWMBE8","(Intercept)",7.55,3.23,25.4,2.34,"0.027","*"
"SWMBE8","tp(A7)",-0.13,3.42,30,-0.04,"0.969",""
"SWMBE8","tp(B7)",-1.88,3.42,30,-0.55,"0.588",""
"SWMBE8","tp(B30)",-1.08,3.42,30,-0.32,"0.754",""
"SWMBE8","fivedasc_imp_total",0.13,0.13,25.4,0.98,"0.336",""
"SWMBE8","tp(A7):fivedasc_imp_total",-0.09,0.14,30,-0.61,"0.545",""
"SWMBE8","tp(B7):fivedasc_imp_total",-0.04,0.14,30,-0.27,"0.788",""
"SWMBE8","tp(B30):fivedasc_imp_total",0.03,0.14,30,0.2,"0.843",""
"SWMBE8","(Intercept)",12.41,2.84,23.5,4.37,"<0.001","***"
"SWMBE8","tp(A7)",-3.4,2.89,30,-1.18,"0.248",""
"SWMBE8","tp(B7)",-5.07,2.89,30,-1.76,"0.089",""
"SWMBE8","tp(B30)",-3.61,2.89,30,-1.25,"0.221",""
"SWMBE8","fivedasc_anx_total",-0.1,0.11,23.5,-0.96,"0.348",""
"SWMBE8","tp(A7):fivedasc_anx_total",0.07,0.11,30,0.65,"0.522",""
"SWMBE8","tp(B7):fivedasc_anx_total",0.11,0.11,30,1.05,"0.302",""
"SWMBE8","tp(B30):fivedasc_anx_total",0.15,0.11,30,1.36,"0.185",""
"SWMBE8","(Intercept)",15.22,5.69,23.4,2.67,"0.013","*"
"SWMBE8","tp(A7)",-2.67,5.77,30,-0.46,"0.647",""
"SWMBE8","tp(B7)",-11.09,5.77,30,-1.92,"0.064",""
"SWMBE8","tp(B30)",0.1,5.77,30,0.02,"0.987",""
"SWMBE8","fivedasc_cimg_total",-0.09,0.09,23.4,-0.91,"0.370",""
"SWMBE8","tp(A7):fivedasc_cimg_total",0.01,0.1,30,0.14,"0.892",""
"SWMBE8","tp(B7):fivedasc_cimg_total",0.15,0.1,30,1.53,"0.137",""
"SWMBE8","tp(B30):fivedasc_cimg_total",-0.01,0.1,30,-0.11,"0.914",""
"SWMBE8","(Intercept)",10.58,4.72,25.1,2.24,"0.034","*"
"SWMBE8","tp(A7)",3.01,4.98,30,0.6,"0.550",""
"SWMBE8","tp(B7)",0.72,4.98,30,0.14,"0.887",""
"SWMBE8","tp(B30)",4.35,4.98,30,0.87,"0.389",""
"SWMBE8","fivedasc_eimg_total",0,0.06,25.1,-0.07,"0.941",""
"SWMBE8","tp(A7):fivedasc_eimg_total",-0.07,0.07,30,-1.06,"0.298",""
"SWMBE8","tp(B7):fivedasc_eimg_total",-0.05,0.07,30,-0.73,"0.473",""
"SWMBE8","tp(B30):fivedasc_eimg_total",-0.07,0.07,30,-1.04,"0.305",""
"SWMBE8","(Intercept)",13.04,4.44,28.2,2.94,"0.007","**"
"SWMBE8","tp(A7)",2.74,4.97,30,0.55,"0.585",""
"SWMBE8","tp(B7)",-0.14,4.97,30,-0.03,"0.977",""
"SWMBE8","tp(B30)",5.03,4.97,30,1.01,"0.319",""
"SWMBE8","fivedasc_av_total",-0.04,0.07,28.2,-0.67,"0.507",""
"SWMBE8","tp(A7):fivedasc_av_total",-0.07,0.07,30,-1,"0.324",""
"SWMBE8","tp(B7):fivedasc_av_total",-0.04,0.07,30,-0.54,"0.590",""
"SWMBE8","tp(B30):fivedasc_av_total",-0.09,0.07,30,-1.19,"0.243",""
"SWMBE8","(Intercept)",10.07,3.44,20.3,2.93,"0.008","**"
"SWMBE8","tp(A7)",-2.3,3.2,30,-0.72,"0.477",""
"SWMBE8","tp(B7)",-4.99,3.2,30,-1.56,"0.129",""
"SWMBE8","tp(B30)",6.49,3.2,30,2.03,"0.051",""
"SWMBE8","fivedasc_per_total",0,0.07,20.3,0.06,"0.952",""
"SWMBE8","tp(A7):fivedasc_per_total",0.01,0.06,30,0.14,"0.891",""
"SWMBE8","tp(B7):fivedasc_per_total",0.05,0.06,30,0.83,"0.415",""
"SWMBE8","tp(B30):fivedasc_per_total",-0.16,0.06,30,-2.49,"0.019","*"
"SWMS","(Intercept)",10.36,2,15.6,5.16,"<0.001","***"
"SWMS","tp(A7)",-2.49,1.49,30,-1.67,"0.105",""
"SWMS","tp(B7)",-3.54,1.49,30,-2.37,"0.024","*"
"SWMS","tp(B30)",-2.71,1.49,30,-1.82,"0.079",""
"SWMS","fivedasc_util_total",-0.03,0.03,15.6,-0.94,"0.360",""
"SWMS","tp(A7):fivedasc_util_total",0.03,0.02,30,1.18,"0.247",""
"SWMS","tp(B7):fivedasc_util_total",0.04,0.02,30,1.53,"0.136",""
"SWMS","tp(B30):fivedasc_util_total",0.03,0.02,30,1.1,"0.280",""
"SWMS","(Intercept)",10.84,2.14,15.7,5.06,"<0.001","***"
"SWMS","tp(A7)",-2.81,1.6,30,-1.75,"0.090",""
"SWMS","tp(B7)",-3.21,1.6,30,-2,"0.054",""
"SWMS","tp(B30)",-3.29,1.6,30,-2.05,"0.049","*"
"SWMS","fivedasc_sprit_total",-0.03,0.03,15.7,-1.12,"0.281",""
"SWMS","tp(A7):fivedasc_sprit_total",0.03,0.02,30,1.3,"0.203",""
"SWMS","tp(B7):fivedasc_sprit_total",0.03,0.02,30,1.17,"0.249",""
"SWMS","tp(B30):fivedasc_sprit_total",0.03,0.02,30,1.4,"0.172",""
"SWMS","(Intercept)",9.9,1.85,15.5,5.35,"<0.001","***"
"SWMS","tp(A7)",-2.53,1.37,30,-1.85,"0.074",""
"SWMS","tp(B7)",-3.24,1.37,30,-2.36,"0.025","*"
"SWMS","tp(B30)",-2.75,1.37,30,-2.01,"0.053",""
"SWMS","fivedasc_bliss_total",-0.02,0.03,15.5,-0.76,"0.457",""
"SWMS","tp(A7):fivedasc_bliss_total",0.03,0.02,30,1.35,"0.186",""
"SWMS","tp(B7):fivedasc_bliss_total",0.03,0.02,30,1.45,"0.156",""
"SWMS","tp(B30):fivedasc_bliss_total",0.03,0.02,30,1.26,"0.217",""
"SWMS","(Intercept)",10.97,2.23,15.3,4.92,"<0.001","***"
"SWMS","tp(A7)",-2.95,1.63,30,-1.81,"0.080",""
"SWMS","tp(B7)",-4.57,1.63,30,-2.81,"0.009","**"
"SWMS","tp(B30)",-2.76,1.63,30,-1.69,"0.101",""
"SWMS","fivedasc_insight_total",-0.04,0.03,15.3,-1.13,"0.277",""
"SWMS","tp(A7):fivedasc_insight_total",0.03,0.02,30,1.36,"0.182",""
"SWMS","tp(B7):fivedasc_insight_total",0.05,0.02,30,2.06,"0.048","*"
"SWMS","tp(B30):fivedasc_insight_total",0.02,0.02,30,1.01,"0.321",""
"SWMS","(Intercept)",11.28,1.92,15.5,5.88,"<0.001","***"
"SWMS","tp(A7)",-2.59,1.42,30,-1.82,"0.079",""
"SWMS","tp(B7)",-4.12,1.42,30,-2.9,"0.007","**"
"SWMS","tp(B30)",-2.98,1.42,30,-2.1,"0.045","*"
"SWMS","fivedasc_dis_total",-0.06,0.04,15.5,-1.54,"0.145",""
"SWMS","tp(A7):fivedasc_dis_total",0.04,0.03,30,1.32,"0.195",""
"SWMS","tp(B7):fivedasc_dis_total",0.06,0.03,30,2.08,"0.046","*"
"SWMS","tp(B30):fivedasc_dis_total",0.04,0.03,30,1.37,"0.181",""
"SWMS","(Intercept)",7.21,1.61,16.9,4.47,"<0.001","***"
"SWMS","tp(A7)",-1.09,1.3,30,-0.84,"0.408",""
"SWMS","tp(B7)",-2.64,1.3,30,-2.03,"0.051",""
"SWMS","tp(B30)",-0.98,1.3,30,-0.75,"0.458",""
"SWMS","fivedasc_imp_total",0.07,0.07,16.9,1.06,"0.304",""
"SWMS","tp(A7):fivedasc_imp_total",0.01,0.05,30,0.16,"0.877",""
"SWMS","tp(B7):fivedasc_imp_total",0.05,0.05,30,1.03,"0.313",""
"SWMS","tp(B30):fivedasc_imp_total",-0.01,0.05,30,-0.25,"0.806",""
"SWMS","(Intercept)",9.06,1.5,16,6.04,"<0.001","***"
"SWMS","tp(A7)",-1.22,1.15,30,-1.06,"0.297",""
"SWMS","tp(B7)",-1.78,1.15,30,-1.55,"0.133",""
"SWMS","tp(B30)",-1.33,1.15,30,-1.16,"0.256",""
"SWMS","fivedasc_anx_total",-0.02,0.06,16,-0.33,"0.745",""
"SWMS","tp(A7):fivedasc_anx_total",0.01,0.04,30,0.33,"0.743",""
"SWMS","tp(B7):fivedasc_anx_total",0.01,0.04,30,0.3,"0.765",""
"SWMS","tp(B30):fivedasc_anx_total",0,0.04,30,0.09,"0.931",""
"SWMS","(Intercept)",9.4,3.05,16,3.08,"0.007","**"
"SWMS","tp(A7)",-0.89,2.34,30,-0.38,"0.706",""
"SWMS","tp(B7)",-1.61,2.34,30,-0.69,"0.497",""
"SWMS","tp(B30)",-0.23,2.34,30,-0.1,"0.924",""
"SWMS","fivedasc_cimg_total",-0.01,0.05,16,-0.25,"0.805",""
"SWMS","tp(A7):fivedasc_cimg_total",0,0.04,30,-0.01,"0.991",""
"SWMS","tp(B7):fivedasc_cimg_total",0,0.04,30,0.05,"0.961",""
"SWMS","tp(B30):fivedasc_cimg_total",-0.02,0.04,30,-0.46,"0.650",""
"SWMS","(Intercept)",10.36,2.39,15.1,4.34,"<0.001","***"
"SWMS","tp(A7)",-0.04,1.72,30,-0.03,"0.980",""
"SWMS","tp(B7)",-3.43,1.72,30,-1.99,"0.055",""
"SWMS","tp(B30)",1.63,1.72,30,0.95,"0.351",""
"SWMS","fivedasc_eimg_total",-0.02,0.03,15.1,-0.76,"0.459",""
"SWMS","tp(A7):fivedasc_eimg_total",-0.01,0.02,30,-0.54,"0.591",""
"SWMS","tp(B7):fivedasc_eimg_total",0.03,0.02,30,1.2,"0.239",""
"SWMS","tp(B30):fivedasc_eimg_total",-0.04,0.02,30,-1.79,"0.083",""
"SWMS","(Intercept)",10.54,2.4,16.7,4.39,"<0.001","***"
"SWMS","tp(A7)",0.35,1.91,30,0.18,"0.857",""
"SWMS","tp(B7)",-1.76,1.91,30,-0.92,"0.366",""
"SWMS","tp(B30)",0.52,1.91,30,0.27,"0.789",""
"SWMS","fivedasc_av_total",-0.03,0.04,16.7,-0.83,"0.416",""
"SWMS","tp(A7):fivedasc_av_total",-0.02,0.03,30,-0.71,"0.485",""
"SWMS","tp(B7):fivedasc_av_total",0,0.03,30,0.14,"0.887",""
"SWMS","tp(B30):fivedasc_av_total",-0.03,0.03,30,-0.99,"0.331",""
"SWMS","(Intercept)",10.53,1.86,16,5.66,"<0.001","***"
"SWMS","tp(A7)",-1.41,1.42,30,-0.99,"0.328",""
"SWMS","tp(B7)",-3.28,1.42,30,-2.31,"0.028","*"
"SWMS","tp(B30)",-1.94,1.42,30,-1.37,"0.182",""
"SWMS","fivedasc_per_total",-0.04,0.04,16,-1.14,"0.272",""
"SWMS","tp(A7):fivedasc_per_total",0.01,0.03,30,0.4,"0.695",""
"SWMS","tp(B7):fivedasc_per_total",0.04,0.03,30,1.43,"0.163",""
"SWMS","tp(B30):fivedasc_per_total",0.02,0.03,30,0.55,"0.585",""
"CCFQ","(Intercept)",77.51,7.65,14.5,10.13,"<0.001","***"
"CCFQ","tp(A7)",3.04,5.25,30,0.58,"0.567",""
"CCFQ","tp(B7)",-2.39,5.25,30,-0.46,"0.652",""
"CCFQ","tp(B30)",-4.23,5.25,30,-0.81,"0.427",""
"CCFQ","fivedasc_util_total",-0.15,0.12,14.5,-1.21,"0.246",""
"CCFQ","tp(A7):fivedasc_util_total",-0.01,0.08,30,-0.06,"0.951",""
"CCFQ","tp(B7):fivedasc_util_total",0.09,0.08,30,1.06,"0.297",""
"CCFQ","tp(B30):fivedasc_util_total",0.15,0.08,30,1.77,"0.086",""
"CCFQ","(Intercept)",76.71,8.34,14.2,9.2,"<0.001","***"
"CCFQ","tp(A7)",2.04,5.56,30,0.37,"0.716",""
"CCFQ","tp(B7)",-2.48,5.56,30,-0.45,"0.658",""
"CCFQ","tp(B30)",-6.66,5.56,30,-1.2,"0.241",""
"CCFQ","fivedasc_sprit_total",-0.12,0.12,14.2,-0.99,"0.341",""
"CCFQ","tp(A7):fivedasc_sprit_total",0.01,0.08,30,0.14,"0.889",""
"CCFQ","tp(B7):fivedasc_sprit_total",0.08,0.08,30,1,"0.323",""
"CCFQ","tp(B30):fivedasc_sprit_total",0.17,0.08,30,2.13,"0.042","*"
"CCFQ","(Intercept)",75.92,7.13,14.6,10.65,"<0.001","***"
"CCFQ","tp(A7)",1.91,4.94,30,0.39,"0.702",""
"CCFQ","tp(B7)",-1.77,4.94,30,-0.36,"0.723",""
"CCFQ","tp(B30)",-2.64,4.94,30,-0.53,"0.597",""
"CCFQ","fivedasc_bliss_total",-0.12,0.11,14.6,-1.07,"0.301",""
"CCFQ","tp(A7):fivedasc_bliss_total",0.01,0.08,30,0.19,"0.847",""
"CCFQ","tp(B7):fivedasc_bliss_total",0.08,0.08,30,1.01,"0.321",""
"CCFQ","tp(B30):fivedasc_bliss_total",0.12,0.08,30,1.56,"0.129",""
"CCFQ","(Intercept)",81.16,8.35,15.1,9.72,"<0.001","***"
"CCFQ","tp(A7)",2.82,5.99,30,0.47,"0.641",""
"CCFQ","tp(B7)",-3.04,5.99,30,-0.51,"0.615",""
"CCFQ","tp(B30)",-4.34,5.99,30,-0.72,"0.475",""
"CCFQ","fivedasc_insight_total",-0.19,0.12,15.1,-1.56,"0.140",""
"CCFQ","tp(A7):fivedasc_insight_total",0,0.09,30,-0.01,"0.990",""
"CCFQ","tp(B7):fivedasc_insight_total",0.09,0.09,30,1.03,"0.313",""
"CCFQ","tp(B30):fivedasc_insight_total",0.13,0.09,30,1.54,"0.135",""
"CCFQ","(Intercept)",77.72,7.44,14.3,10.44,"<0.001","***"
"CCFQ","tp(A7)",2.3,5.02,30,0.46,"0.650",""
"CCFQ","tp(B7)",-0.43,5.02,30,-0.09,"0.932",""
"CCFQ","tp(B30)",-5.89,5.02,30,-1.17,"0.250",""
"CCFQ","fivedasc_dis_total",-0.18,0.14,14.3,-1.28,"0.220",""
"CCFQ","tp(A7):fivedasc_dis_total",0.01,0.1,30,0.1,"0.921",""
"CCFQ","tp(B7):fivedasc_dis_total",0.06,0.1,30,0.68,"0.504",""
"CCFQ","tp(B30):fivedasc_dis_total",0.21,0.1,30,2.24,"0.033","*"
"CCFQ","(Intercept)",62.21,6.65,14.2,9.36,"<0.001","***"
"CCFQ","tp(A7)",5.03,4.41,30,1.14,"0.263",""
"CCFQ","tp(B7)",11.11,4.41,30,2.52,"0.017","*"
"CCFQ","tp(B30)",10.51,4.41,30,2.38,"0.024","*"
"CCFQ","fivedasc_imp_total",0.34,0.27,14.2,1.24,"0.234",""
"CCFQ","tp(A7):fivedasc_imp_total",-0.11,0.18,30,-0.61,"0.548",""
"CCFQ","tp(B7):fivedasc_imp_total",-0.41,0.18,30,-2.27,"0.030","*"
"CCFQ","tp(B30):fivedasc_imp_total",-0.31,0.18,30,-1.71,"0.097",""
"CCFQ","(Intercept)",64.74,5.78,14.9,11.19,"<0.001","***"
"CCFQ","tp(A7)",4.52,4.09,30,1.1,"0.278",""
"CCFQ","tp(B7)",6.25,4.09,30,1.53,"0.137",""
"CCFQ","tp(B30)",6.77,4.09,30,1.66,"0.108",""
"CCFQ","fivedasc_anx_total",0.22,0.22,14.9,0.98,"0.341",""
"CCFQ","tp(A7):fivedasc_anx_total",-0.08,0.16,30,-0.54,"0.590",""
"CCFQ","tp(B7):fivedasc_anx_total",-0.18,0.16,30,-1.13,"0.268",""
