"measure","tp","pred","pearso_p","spearman_p","kendall_p","pearson.sig","spearman.sig","kendall.sig"
"UPDRS_4","B7","fivedasc_anx_total",0.599,0.667,0.677,"","",""
"UPDRS_4","B7","fivedasc_cimg_total",0.098,0.104,0.079,"","",""
"UPDRS_4","B7","fivedasc_eimg_total",0.754,0.866,0.802,"","",""
"UPDRS_4","B7","fivedasc_av_total",0.89,0.907,0.934,"","",""
"UPDRS_4","B7","fivedasc_per_total",0.467,0.285,0.278,"","",""
"UPDRS_4","B7","boundlessMean",0.356,0.504,0.453,"","",""
"UPDRS_4","B7","anxiousEgoMean",0.492,0.521,0.559,"","",""
"UPDRS_4","B7","visionaryMean",0.983,0.979,0.934,"","",""
"UPDRS_4","bsl","age",0.762,0.309,0.363,"","",""
"UPDRS_4","bsl","LED",0.339,0.481,0.446,"","",""
"UPDRS_4","bsl","severity",0.797,0.977,0.856,"","",""
"UPDRS_4","bsl","fivedasc_util_total",0.218,0.161,0.145,"","",""
"UPDRS_4","bsl","fivedasc_sprit_total",0.228,0.152,0.145,"","",""
"UPDRS_4","bsl","fivedasc_bliss_total",0.314,0.403,0.363,"","",""
"UPDRS_4","bsl","fivedasc_insight_total",0.255,0.403,0.363,"","",""
"UPDRS_4","bsl","fivedasc_dis_total",0.11,0.117,0.101,"","",""
"UPDRS_4","bsl","fivedasc_imp_total",0.867,0.755,0.716,"","",""
"UPDRS_4","bsl","fivedasc_anx_total",0.66,0.588,0.585,"","",""
"UPDRS_4","bsl","fivedasc_cimg_total",0.206,0.266,0.202,"","",""
"UPDRS_4","bsl","fivedasc_eimg_total",0.827,0.42,0.363,"","",""
"UPDRS_4","bsl","fivedasc_av_total",0.798,0.755,0.716,"","",""
"UPDRS_4","bsl","fivedasc_per_total",0.462,0.193,0.202,"","",""
"UPDRS_4","bsl","boundlessMean",0.241,0.228,0.202,"","",""
"UPDRS_4","bsl","anxiousEgoMean",0.409,0.386,0.363,"","",""
"UPDRS_4","bsl","visionaryMean",0.957,0.91,0.856,"","",""
"UPDRS_SUM","A7","age",0.23,0.1,0.114,"","",""
"UPDRS_SUM","A7","LED",0.47,0.554,0.749,"","",""
"UPDRS_SUM","A7","severity",0,0,0.001,"***","***","***"
"UPDRS_SUM","A7","fivedasc_util_total",0.269,0.336,0.303,"","",""
"UPDRS_SUM","A7","fivedasc_sprit_total",0.266,0.33,0.303,"","",""
"UPDRS_SUM","A7","fivedasc_bliss_total",0.169,0.162,0.192,"","",""
"UPDRS_SUM","A7","fivedasc_insight_total",0.173,0.13,0.086,"","",""
"UPDRS_SUM","A7","fivedasc_dis_total",0.394,0.846,0.731,"","",""
"UPDRS_SUM","A7","fivedasc_imp_total",0.511,0.778,0.731,"","",""
"UPDRS_SUM","A7","fivedasc_anx_total",0.119,0.307,0.303,"","",""
"UPDRS_SUM","A7","fivedasc_cimg_total",0.578,0.736,0.783,"","",""
"UPDRS_SUM","A7","fivedasc_eimg_total",0.571,0.436,0.536,"","",""
"UPDRS_SUM","A7","fivedasc_av_total",0.929,0.82,0.945,"","",""
"UPDRS_SUM","A7","fivedasc_per_total",0.708,0.324,0.149,"","",""
"UPDRS_SUM","A7","boundlessMean",0.203,0.301,0.243,"","",""
"UPDRS_SUM","A7","anxiousEgoMean",0.732,0.617,0.536,"","",""
"UPDRS_SUM","A7","visionaryMean",0.81,0.923,0.837,"","",""
"UPDRS_SUM","B30","age",0.264,0.134,0.197,"","",""
"UPDRS_SUM","B30","LED",0.519,0.511,0.596,"","",""
"UPDRS_SUM","B30","severity",0,0,0,"***","***","***"
"UPDRS_SUM","B30","fivedasc_util_total",0.222,0.276,0.311,"","",""
"UPDRS_SUM","B30","fivedasc_sprit_total",0.155,0.193,0.197,"","",""
"UPDRS_SUM","B30","fivedasc_bliss_total",0.135,0.115,0.197,"","",""
"UPDRS_SUM","B30","fivedasc_insight_total",0.123,0.079,0.086,"","",""
"UPDRS_SUM","B30","fivedasc_dis_total",0.258,0.528,0.459,"","",""
"UPDRS_SUM","B30","fivedasc_imp_total",0.563,0.8,0.737,"","",""
"UPDRS_SUM","B30","fivedasc_anx_total",0.208,0.379,0.459,"","",""
"UPDRS_SUM","B30","fivedasc_cimg_total",0.795,0.846,0.837,"","",""
"UPDRS_SUM","B30","fivedasc_eimg_total",0.842,0.635,0.638,"","",""
"UPDRS_SUM","B30","fivedasc_av_total",0.935,0.939,0.841,"","",""
"UPDRS_SUM","B30","fivedasc_per_total",0.66,0.227,0.153,"","",""
"UPDRS_SUM","B30","boundlessMean",0.145,0.21,0.25,"","",""
"UPDRS_SUM","B30","anxiousEgoMean",0.997,0.886,0.947,"","",""
"UPDRS_SUM","B30","visionaryMean",0.89,0.956,0.841,"","",""
"UPDRS_SUM","B7","age",0.145,0.062,0.114,"","",""
"UPDRS_SUM","B7","LED",0.45,0.341,0.394,"","",""
"UPDRS_SUM","B7","severity",0,0,0,"***","***","***"
"UPDRS_SUM","B7","fivedasc_util_total",0.439,0.359,0.372,"","",""
"UPDRS_SUM","B7","fivedasc_sprit_total",0.372,0.249,0.243,"","",""
"UPDRS_SUM","B7","fivedasc_bliss_total",0.312,0.162,0.243,"","",""
"UPDRS_SUM","B7","fivedasc_insight_total",0.236,0.073,0.114,"","",""
"UPDRS_SUM","B7","fivedasc_dis_total",0.32,0.449,0.45,"","",""
"UPDRS_SUM","B7","fivedasc_imp_total",0.432,0.409,0.303,"","",""
"UPDRS_SUM","B7","fivedasc_anx_total",0.109,0.19,0.086,"","",""
"UPDRS_SUM","B7","fivedasc_cimg_total",0.284,0.377,0.408,"","",""
"UPDRS_SUM","B7","fivedasc_eimg_total",0.849,0.721,0.731,"","",""
"UPDRS_SUM","B7","fivedasc_av_total",0.683,0.656,0.63,"","",""
"UPDRS_SUM","B7","fivedasc_per_total",0.616,0.186,0.192,"","",""
"UPDRS_SUM","B7","boundlessMean",0.323,0.28,0.303,"","",""
"UPDRS_SUM","B7","anxiousEgoMean",0.757,0.632,0.45,"","",""
"UPDRS_SUM","B7","visionaryMean",0.868,0.863,0.837,"","",""
"UPDRS_SUM","bsl","age",0.319,0.121,0.192,"","",""
"UPDRS_SUM","bsl","LED",0.323,0.126,0.168,"","",""
"UPDRS_SUM","bsl","severity",0,0,0.001,"***","***","**"
"UPDRS_SUM","bsl","fivedasc_util_total",0.177,0.186,0.149,"","",""
"UPDRS_SUM","bsl","fivedasc_sprit_total",0.2,0.19,0.149,"","",""
"UPDRS_SUM","bsl","fivedasc_bliss_total",0.11,0.087,0.086,"","",""
"UPDRS_SUM","bsl","fivedasc_insight_total",0.08,0.046,0.033,"","*","*"
"UPDRS_SUM","bsl","fivedasc_dis_total",0.221,0.403,0.372,"","",""
"UPDRS_SUM","bsl","fivedasc_imp_total",0.395,0.24,0.192,"","",""
"UPDRS_SUM","bsl","fivedasc_anx_total",0.117,0.114,0.086,"","",""
"UPDRS_SUM","bsl","fivedasc_cimg_total",0.654,0.624,0.491,"","",""
"UPDRS_SUM","bsl","fivedasc_eimg_total",0.494,0.549,0.536,"","",""
"UPDRS_SUM","bsl","fivedasc_av_total",0.918,0.888,0.945,"","",""
"UPDRS_SUM","bsl","fivedasc_per_total",0.47,0.13,0.114,"","",""
"UPDRS_SUM","bsl","boundlessMean",0.125,0.162,0.114,"","",""
"UPDRS_SUM","bsl","anxiousEgoMean",0.865,0.556,0.372,"","",""
"UPDRS_SUM","bsl","visionaryMean",0.658,0.656,0.731,"","",""
"NPIQ_DIS","A7","age",0.375,0.588,0.529,"","",""
"NPIQ_DIS","A7","LED",0.397,0.879,0.748,"","",""
"NPIQ_DIS","A7","severity",0.851,0.767,0.727,"","",""
"NPIQ_DIS","A7","fivedasc_util_total",0.865,0.878,0.944,"","",""
"NPIQ_DIS","A7","fivedasc_sprit_total",0.729,0.801,0.727,"","",""
"NPIQ_DIS","A7","fivedasc_bliss_total",0.948,0.775,0.834,"","",""
"NPIQ_DIS","A7","fivedasc_insight_total",0.689,0.93,0.944,"","",""
"NPIQ_DIS","A7","fivedasc_dis_total",0.751,0.733,0.727,"","",""
"NPIQ_DIS","A7","fivedasc_imp_total",0.219,0.491,0.442,"","",""
"NPIQ_DIS","A7","fivedasc_anx_total",0.316,0.214,0.234,"","",""
"NPIQ_DIS","A7","fivedasc_cimg_total",0.914,0.473,0.483,"","",""
"NPIQ_DIS","A7","fivedasc_eimg_total",0.374,0.179,0.142,"","",""
"NPIQ_DIS","A7","fivedasc_av_total",0.771,0.692,0.834,"","",""
"NPIQ_DIS","A7","fivedasc_per_total",0.747,0.974,0.834,"","",""
"NPIQ_DIS","A7","boundlessMean",0.957,0.965,0.834,"","",""
"NPIQ_DIS","A7","anxiousEgoMean",0.485,0.334,0.234,"","",""
"NPIQ_DIS","A7","visionaryMean",0.926,0.346,0.529,"","",""
"NPIQ_DIS","B30","age",0.182,0.221,0.182,"","",""
"NPIQ_DIS","B30","LED",0.28,0.457,0.453,"","",""
"NPIQ_DIS","B30","severity",0.702,0.791,0.726,"","",""
"NPIQ_DIS","B30","fivedasc_util_total",0.812,0.8,0.833,"","",""
"NPIQ_DIS","B30","fivedasc_sprit_total",0.884,0.982,0.944,"","",""
"NPIQ_DIS","B30","fivedasc_bliss_total",0.695,0.732,0.623,"","",""
"NPIQ_DIS","B30","fivedasc_insight_total",0.717,0.974,0.944,"","",""
"NPIQ_DIS","B30","fivedasc_dis_total",0.956,0.965,0.833,"","",""
"NPIQ_DIS","B30","fivedasc_imp_total",0.503,0.666,0.623,"","",""
"NPIQ_DIS","B30","fivedasc_anx_total",0.189,0.181,0.182,"","",""
"NPIQ_DIS","B30","fivedasc_cimg_total",0.507,0.552,0.673,"","",""
"NPIQ_DIS","B30","fivedasc_eimg_total",0.371,0.462,0.362,"","",""
"NPIQ_DIS","B30","fivedasc_av_total",0.95,0.991,0.944,"","",""
"NPIQ_DIS","B30","fivedasc_per_total",0.83,0.921,0.944,"","",""
"NPIQ_DIS","B30","boundlessMean",0.77,0.956,0.944,"","",""
"NPIQ_DIS","B30","anxiousEgoMean",0.361,0.186,0.141,"","",""
"NPIQ_DIS","B30","visionaryMean",0.643,0.579,0.726,"","",""
"NPIQ_DIS","B7","age",0.529,0.494,0.536,"","",""
"NPIQ_DIS","B7","LED",0.328,0.075,0.079,"","",""
"NPIQ_DIS","B7","severity",0.683,0.962,0.877,"","",""
"NPIQ_DIS","B7","fivedasc_util_total",0.111,0.24,0.279,"","",""
"NPIQ_DIS","B7","fivedasc_sprit_total",0.158,0.219,0.216,"","",""
"NPIQ_DIS","B7","fivedasc_bliss_total",0.129,0.304,0.439,"","",""
"NPIQ_DIS","B7","fivedasc_insight_total",0.686,0.463,0.536,"","",""
"NPIQ_DIS","B7","fivedasc_dis_total",0.453,0.602,0.757,"","",""
"NPIQ_DIS","B7","fivedasc_imp_total",0.691,0.717,0.757,"","",""
"NPIQ_DIS","B7","fivedasc_anx_total",0.333,0.781,0.757,"","",""
"NPIQ_DIS","B7","fivedasc_cimg_total",0.792,0.933,0.816,"","",""
"NPIQ_DIS","B7","fivedasc_eimg_total",0.33,0.551,0.439,"","",""
"NPIQ_DIS","B7","fivedasc_av_total",0.292,0.316,0.279,"","",""
"NPIQ_DIS","B7","fivedasc_per_total",0.223,0.251,0.279,"","",""
"NPIQ_DIS","B7","boundlessMean",0.207,0.24,0.279,"","",""
"NPIQ_DIS","B7","anxiousEgoMean",0.947,0.535,0.536,"","",""
"NPIQ_DIS","B7","visionaryMean",0.625,0.809,0.757,"","",""
"NPIQ_DIS","bsl","age",0.384,0.48,0.367,"","",""
"NPIQ_DIS","bsl","LED",0.797,0.785,1,"","",""
"NPIQ_DIS","bsl","severity",0.288,0.393,0.445,"","",""
"NPIQ_DIS","bsl","fivedasc_util_total",0.816,0.853,0.835,"","",""
"NPIQ_DIS","bsl","fivedasc_sprit_total",0.892,0.654,0.627,"","",""
"NPIQ_DIS","bsl","fivedasc_bliss_total",0.85,0.853,0.835,"","",""
"NPIQ_DIS","bsl","fivedasc_insight_total",0.834,0.591,0.532,"","",""
"NPIQ_DIS","bsl","fivedasc_dis_total",0.852,0.905,0.835,"","",""
"NPIQ_DIS","bsl","fivedasc_imp_total",0.803,0.735,0.835,"","",""
"NPIQ_DIS","bsl","fivedasc_anx_total",0.116,0.163,0.11,"","",""
"NPIQ_DIS","bsl","fivedasc_cimg_total",0.078,0.151,0.186,"","",""
"NPIQ_DIS","bsl","fivedasc_eimg_total",0.149,0.256,0.238,"","",""
"NPIQ_DIS","bsl","fivedasc_av_total",0.669,0.836,0.835,"","",""
"NPIQ_DIS","bsl","fivedasc_per_total",0.503,0.473,0.532,"","",""
"NPIQ_DIS","bsl","boundlessMean",0.845,0.735,0.729,"","",""
"NPIQ_DIS","bsl","anxiousEgoMean",0.5,0.426,0.367,"","",""
"NPIQ_DIS","bsl","visionaryMean",0.37,0.509,0.532,"","",""
"NPIQ_SEV","A7","age",0.541,0.552,0.627,"","",""
"NPIQ_SEV","A7","LED",0.696,0.811,1,"","",""
"NPIQ_SEV","A7","severity",0.839,0.896,0.945,"","",""
"NPIQ_SEV","A7","fivedasc_util_total",0.948,0.965,0.945,"","",""
"NPIQ_SEV","A7","fivedasc_sprit_total",0.827,0.685,0.627,"","",""
"NPIQ_SEV","A7","fivedasc_bliss_total",0.84,0.81,0.835,"","",""
"NPIQ_SEV","A7","fivedasc_insight_total",0.589,0.957,0.945,"","",""
"NPIQ_SEV","A7","fivedasc_dis_total",0.546,0.466,0.445,"","",""
"NPIQ_SEV","A7","fivedasc_imp_total",0.454,0.552,0.445,"","",""
"NPIQ_SEV","A7","fivedasc_anx_total",0.565,0.343,0.297,"","",""
"NPIQ_SEV","A7","fivedasc_cimg_total",0.826,0.475,0.403,"","",""
"NPIQ_SEV","A7","fivedasc_eimg_total",0.222,0.151,0.082,"","",""
"NPIQ_SEV","A7","fivedasc_av_total",0.847,0.568,0.627,"","",""
"NPIQ_SEV","A7","fivedasc_per_total",0.836,0.896,0.835,"","",""
"NPIQ_SEV","A7","boundlessMean",0.884,0.896,0.835,"","",""
"NPIQ_SEV","A7","anxiousEgoMean",0.904,0.614,0.445,"","",""
"NPIQ_SEV","A7","visionaryMean",0.607,0.331,0.532,"","",""
"NPIQ_SEV","B30","age",0.156,0.133,0.119,"","",""
"NPIQ_SEV","B30","LED",0.713,0.991,0.827,"","",""
"NPIQ_SEV","B30","severity",0.737,0.781,0.671,"","",""
"NPIQ_SEV","B30","fivedasc_util_total",0.772,0.921,0.777,"","",""
"NPIQ_SEV","B30","fivedasc_sprit_total",0.599,0.656,0.571,"","",""
"NPIQ_SEV","B30","fivedasc_bliss_total",0.919,0.973,1,"","",""
"NPIQ_SEV","B30","fivedasc_insight_total",0.671,0.648,0.671,"","",""
"NPIQ_SEV","B30","fivedasc_dis_total",0.813,0.799,0.671,"","",""
"NPIQ_SEV","B30","fivedasc_imp_total",0.563,0.672,0.571,"","",""
"NPIQ_SEV","B30","fivedasc_anx_total",0.354,0.371,0.321,"","",""
"NPIQ_SEV","B30","fivedasc_cimg_total",0.753,0.872,0.943,"","",""
"NPIQ_SEV","B30","fivedasc_eimg_total",0.721,0.929,1,"","",""
"NPIQ_SEV","B30","fivedasc_av_total",0.674,0.705,0.671,"","",""
"NPIQ_SEV","B30","fivedasc_per_total",0.63,0.877,0.887,"","",""
"NPIQ_SEV","B30","boundlessMean",0.736,0.756,0.671,"","",""
"NPIQ_SEV","B30","anxiousEgoMean",0.628,0.458,0.395,"","",""
"NPIQ_SEV","B30","visionaryMean",0.921,0.965,0.887,"","",""
"NPIQ_SEV","B7","age",0.494,0.494,0.536,"","",""
"NPIQ_SEV","B7","LED",0.299,0.075,0.079,"","",""
"NPIQ_SEV","B7","severity",0.594,0.962,0.877,"","",""
"NPIQ_SEV","B7","fivedasc_util_total",0.122,0.24,0.279,"","",""
"NPIQ_SEV","B7","fivedasc_sprit_total",0.154,0.219,0.216,"","",""
"NPIQ_SEV","B7","fivedasc_bliss_total",0.145,0.304,0.439,"","",""
"NPIQ_SEV","B7","fivedasc_insight_total",0.696,0.463,0.536,"","",""
"NPIQ_SEV","B7","fivedasc_dis_total",0.462,0.602,0.757,"","",""
"NPIQ_SEV","B7","fivedasc_imp_total",0.712,0.717,0.757,"","",""
"NPIQ_SEV","B7","fivedasc_anx_total",0.423,0.781,0.757,"","",""
"NPIQ_SEV","B7","fivedasc_cimg_total",0.728,0.933,0.816,"","",""
"NPIQ_SEV","B7","fivedasc_eimg_total",0.334,0.551,0.439,"","",""
"NPIQ_SEV","B7","fivedasc_av_total",0.286,0.316,0.279,"","",""
"NPIQ_SEV","B7","fivedasc_per_total",0.265,0.251,0.279,"","",""
"NPIQ_SEV","B7","boundlessMean",0.217,0.24,0.279,"","",""
"NPIQ_SEV","B7","anxiousEgoMean",0.993,0.535,0.536,"","",""
"NPIQ_SEV","B7","visionaryMean",0.629,0.809,0.757,"","",""
"NPIQ_SEV","bsl","age",0.764,0.802,0.532,"","",""
"NPIQ_SEV","bsl","LED",0.857,0.691,0.829,"","",""
"NPIQ_SEV","bsl","severity",0.091,0.186,0.187,"","",""
"NPIQ_SEV","bsl","fivedasc_util_total",0.992,0.653,0.627,"","",""
"NPIQ_SEV","bsl","fivedasc_sprit_total",0.888,0.887,0.835,"","",""
"NPIQ_SEV","bsl","fivedasc_bliss_total",0.957,0.694,0.627,"","",""
"NPIQ_SEV","bsl","fivedasc_insight_total",0.949,0.991,0.945,"","",""
"NPIQ_SEV","bsl","fivedasc_dis_total",0.937,0.836,0.728,"","",""
"NPIQ_SEV","bsl","fivedasc_imp_total",0.849,0.776,0.728,"","",""
"NPIQ_SEV","bsl","fivedasc_anx_total",0.126,0.325,0.297,"","",""
"NPIQ_SEV","bsl","fivedasc_cimg_total",0.048,0.065,0.051,"*","",""
"NPIQ_SEV","bsl","fivedasc_eimg_total",0.152,0.24,0.237,"","",""
"NPIQ_SEV","bsl","fivedasc_av_total",0.479,0.405,0.445,"","",""
"NPIQ_SEV","bsl","fivedasc_per_total",0.675,0.879,0.945,"","",""
"NPIQ_SEV","bsl","boundlessMean",0.969,0.76,0.728,"","",""
"NPIQ_SEV","bsl","anxiousEgoMean",0.572,0.412,0.366,"","",""
"NPIQ_SEV","bsl","visionaryMean",0.254,0.162,0.187,"","",""
